ADM0_ID,ADM5_ID,Methodology,LivelihoodZoneName,ADM4_ID,FCS_borderline,FCS_month,IndicatorTypeID,FCS_dataSource,methodologyID,FCS_year,TargetGroup,ADM3_ID,ADM2_ID,Lz_ID,mr_id,FCS_lowerThreshold,FCS_id,FCS_poor,targetGroupID,ADM1_ID,FCS_upperThreshold,FCS_acceptable,FCS_mean
159,0,Raised Threshold: 28/42,,0,10.8,6,1,FSMS,7,2009,5,0,0,,1937,0,1340,8.2,5,0,0,81.0,66.49
159,0,Raised Threshold: 28/42,,0,7.9,3,1,FSMS,7,2010,5,0,0,,1937,0,1341,5.2,5,0,0,86.9,66.58
159,0,Raised Threshold: 28/42,,0,9.2,3,1,FSMS,7,2010,19,0,0,,1937,0,1671,6.0,19,0,0,84.8,63.38
159,0,Raised Threshold: 28/42,,0,0.7,3,1,FSMS,7,2010,18,0,0,,1937,0,1672,0.3,18,0,0,99.0,85.13
159,0,Raised Threshold: 28/42,,0,17.2,7,1,FSMS,7,2010,19,0,0,,1937,0,1673,11.3,19,0,0,71.5,58.4
159,0,Raised Threshold: 28/42,,0,3.7,7,1,FSMS,7,2010,18,0,0,,1937,0,1674,0.2,18,0,0,96.1,79.48
159,0,Raised Threshold: 28/42,,0,13.7,7,1,FSMS,7,2010,5,0,0,,1937,0,1342,8.5,5,0,0,77.8,63.81
159,0,Raised Threshold: 28/42,,0,4.9,1,1,FSMS,7,2011,5,0,0,,1937,0,1343,2.5,5,0,0,92.6,70.09
159,0,Raised Threshold: 28/42,,0,13.7,7,1,FSMS,7,2011,5,0,0,,1937,0,1344,8.5,5,0,0,77.8,63.81
159,0,Raised Threshold: 28/42,,0,4.9,12,1,FSMS,7,2011,5,0,0,,1937,0,1670,2.5,5,0,0,92.6,70.09
159,0,Raised Threshold: 28/42,,0,5.8,12,1,FSMS,7,2011,19,0,0,,1937,0,1675,2.9,19,0,0,91.3,67.31
159,0,Raised Threshold: 28/42,,0,0.8,12,1,FSMS,7,2011,18,0,0,,1937,0,1676,0.5,18,0,0,98.7,82.43
